Node Number	X Location (mm)	Y Location (mm)	Z Location (mm)	Normal Stress (MPa)
2046	20.	0.	2.5	-2.0666e-003
2047	17.5	0.	0.	1.1183e-002
2048	20.	2.5	0.	-9.462e-003
2049	12.5	0.	0.	6.2655e-002
2050	15.	2.5	0.	0.16041
2051	7.5	0.	0.	6.2655e-002
2052	10.	2.5	0.	0.25889
2053	5.	2.5	0.	0.16041
2054	17.5	0.	100.	-10.214
2055	20.	2.5	100.	-8.1622
2056	12.5	0.	100.	-10.361
2057	15.	2.5	100.	-6.5497
2058	7.5	0.	100.	-10.361
2059	10.	2.5	100.	-7.8878
2060	5.	2.5	100.	-6.5497
2061	12.5	25.	95.	1.2856
2062	15.	25.	92.5	0.51018
2063	17.5	25.	95.	-0.81898
2064	15.	25.	97.5	5.1842
2065	7.5	25.	95.	1.2856
2066	10.	25.	92.5	1.0218
2067	10.	25.	97.5	6.4623
2068	5.	25.	92.5	0.51018
2069	5.	25.	97.5	5.1842
2070	12.5	25.	90.	0.24641
2071	15.	25.	87.5	4.9309e-002
2072	17.5	25.	90.	0.14366
2073	7.5	25.	90.	0.24641
2074	10.	25.	87.5	0.19475
2075	5.	25.	87.5	4.9309e-002
2076	12.5	25.	85.	-2.355e-003
2077	15.	25.	82.5	-1.4546e-002
2078	17.5	25.	85.	-6.9816e-002
2079	7.5	25.	85.	-2.3551e-003
2080	10.	25.	82.5	-7.706e-003
2081	5.	25.	82.5	-1.4546e-002
2082	12.5	25.	80.	-1.9897e-002
2083	15.	25.	77.5	-1.2855e-002
2084	17.5	25.	80.	4.5998e-003
2085	7.5	25.	80.	-1.9897e-002
2086	10.	25.	77.5	-2.0931e-002
2087	5.	25.	77.5	-1.2855e-002
2088	12.5	25.	75.	-1.3889e-002
2089	15.	25.	72.5	-6.3761e-003
2090	17.5	25.	75.	-6.9011e-003
2091	7.5	25.	75.	-1.3889e-002
2092	10.	25.	72.5	-1.2264e-002
2093	5.	25.	72.5	-6.376e-003
2094	12.5	25.	70.	-4.751e-003
2095	15.	25.	67.5	-2.1661e-003
2096	17.5	25.	70.	-8.8645e-004
2097	7.5	25.	70.	-4.751e-003
2098	10.	25.	67.5	-4.1435e-003
2099	5.	25.	67.5	-2.1661e-003
2100	12.5	25.	65.	-1.5586e-003
2101	15.	25.	62.5	-5.6761e-004
2102	17.5	25.	65.	-4.7793e-004
2103	7.5	25.	65.	-1.5586e-003
2104	10.	25.	62.5	-1.2807e-003
2105	5.	25.	62.5	-5.677e-004
2106	12.5	25.	60.	-2.8969e-004
2107	15.	25.	57.5	-9.9874e-005
2108	17.5	25.	60.	-6.2661e-005
2109	7.5	25.	60.	-2.8978e-004
2110	10.	25.	57.5	-2.2475e-004
2111	5.	25.	57.5	-9.988e-005
2112	12.5	25.	55.	-3.4934e-005
2113	15.	25.	52.5	3.7386e-006
2114	17.5	25.	55.	-1.5386e-006
2115	7.5	25.	55.	-3.485e-005
2116	10.	25.	52.5	-1.6246e-005
2117	5.	25.	52.5	3.8242e-006
2118	12.5	25.	50.	2.2427e-005
2119	15.	25.	47.5	1.5977e-005
2120	17.5	25.	50.	7.6329e-006
2121	7.5	25.	50.	2.2428e-005
2122	10.	25.	47.5	2.6376e-005
2123	5.	25.	47.5	1.5971e-005
2124	12.5	25.	45.	1.9926e-005
2125	15.	25.	42.5	1.3314e-005
2126	17.5	25.	45.	6.6634e-006
2127	7.5	25.	45.	1.9919e-005
2128	10.	25.	42.5	2.0539e-005
2129	5.	25.	42.5	1.3308e-005
2130	12.5	25.	40.	1.3927e-005
2131	15.	25.	37.5	-6.1528e-006
2132	17.5	25.	40.	8.1426e-006
2133	7.5	25.	40.	1.3928e-005
2134	10.	25.	37.5	-3.3627e-005
2135	5.	25.	37.5	-6.1598e-006
2136	12.5	25.	35.	-5.3707e-005
2137	15.	25.	32.5	-1.4498e-004
2138	17.5	25.	35.	-1.9093e-005
2139	7.5	25.	35.	-5.3715e-005
2140	10.	25.	32.5	-3.0643e-004
2141	5.	25.	32.5	-1.4496e-004
2142	12.5	25.	30.	-3.977e-004
2143	15.	25.	27.5	-6.9834e-004
2144	17.5	25.	30.	-7.7743e-005
2145	7.5	25.	30.	-3.9767e-004
2146	10.	25.	27.5	-1.3931e-003
2147	5.	25.	27.5	-6.9831e-004
2148	12.5	25.	25.	-1.6937e-003
2149	15.	25.	22.5	-2.52e-003
2150	17.5	25.	25.	-6.9251e-004
2151	7.5	25.	25.	-1.6937e-003
2152	10.	25.	22.5	-4.3423e-003
2153	5.	25.	22.5	-2.52e-003
2154	12.5	25.	20.	-5.1686e-003
2155	15.	25.	17.5	-5.976e-003
2156	17.5	25.	20.	-1.2435e-003
2157	7.5	25.	20.	-5.1685e-003
2158	10.	25.	17.5	-9.3469e-003
2159	5.	25.	17.5	-5.976e-003
2160	12.5	25.	15.	-1.0154e-002
2161	15.	25.	12.5	-4.5782e-003
2162	17.5	25.	15.	-6.0448e-003
2163	7.5	25.	15.	-1.0154e-002
2164	10.	25.	12.5	-9.6698e-004
2165	5.	25.	12.5	-4.5783e-003
2166	12.5	25.	10.	4.6092e-003
2167	15.	25.	7.5	6.971e-002
2168	17.5	25.	10.	1.065e-002
2169	7.5	25.	10.	4.6091e-003
2170	10.	25.	7.5	0.10167
2171	5.	25.	7.5	6.9709e-002
2172	12.5	25.	5.	0.16677
2173	17.5	25.	5.	6.8338e-002
2174	15.	25.	2.5	5.5088e-002
2175	7.5	25.	5.	0.16677
2176	10.	25.	2.5	4.9024e-002
2177	5.	25.	2.5	5.5088e-002
2178	20.	25.	92.5	-1.1855
2179	20.	25.	97.5	4.2107
2180	20.	25.	87.5	2.453e-002
2181	20.	25.	82.5	-5.0671e-002
2182	20.	25.	77.5	1.0554e-002
2183	20.	25.	72.5	-1.4115e-003
2184	20.	25.	67.5	8.0173e-004
2185	20.	25.	62.5	2.7021e-005
2186	20.	25.	57.5	3.5675e-005
2187	20.	25.	52.5	2.3557e-006
2188	20.	25.	47.5	-1.6807e-006
2189	20.	25.	42.5	1.492e-006
2190	20.	25.	37.5	-4.7978e-006
2191	20.	25.	32.5	4.8143e-005
2192	20.	25.	27.5	-7.192e-005
2193	20.	25.	22.5	5.8403e-004
2194	20.	25.	17.5	-1.3123e-003
2195	20.	25.	12.5	9.1836e-003
2196	20.	25.	7.5	9.2786e-003
2197	20.	25.	2.5	2.0667e-003
2198	7.5	25.	0.	-6.2655e-002
2199	5.	22.5	0.	-0.16041
2200	12.5	25.	0.	-6.2655e-002
2201	10.	22.5	0.	-0.25889
2202	17.5	25.	0.	-1.1183e-002
2203	15.	22.5	0.	-0.16041
2204	20.	22.5	0.	9.4619e-003
2205	7.5	25.	100.	10.361
2206	5.	22.5	100.	6.5497
2207	12.5	25.	100.	10.361
2208	10.	22.5	100.	7.8878
2209	17.5	25.	100.	10.214
2210	15.	22.5	100.	6.5497
2211	20.	22.5	100.	8.1622
2212	12.5	5.	100.	-4.0765
2213	15.	7.5	100.	-2.5353
2214	17.5	5.	100.	-4.498
2215	7.5	5.	100.	-4.0765
2216	10.	7.5	100.	-3.1442
2217	5.	7.5	100.	-2.5353
2218	12.5	10.	100.	-1.603
2219	15.	12.5	100.	1.4901e-008
2220	17.5	10.	100.	-1.6794
2221	7.5	10.	100.	-1.603
2222	10.	12.5	100.	5.9605e-008
2223	5.	12.5	100.	1.4901e-008
2224	12.5	15.	100.	1.603
2225	15.	17.5	100.	2.5353
2226	17.5	15.	100.	1.6794
2227	7.5	15.	100.	1.603
2228	10.	17.5	100.	3.1442
2229	5.	17.5	100.	2.5353
2230	12.5	20.	100.	4.0765
2231	17.5	20.	100.	4.498
2232	7.5	20.	100.	4.0765
2233	20.	7.5	100.	-3.642
2234	20.	12.5	100.	0.
2235	20.	17.5	100.	3.642
2236	5.	17.5	0.	-0.17646
2237	7.5	20.	0.	-0.35665
2238	5.	12.5	0.	-1.0477e-008
2239	7.5	15.	0.	-8.9475e-002
2240	5.	7.5	0.	0.17646
2241	7.5	10.	0.	8.9474e-002
2242	7.5	5.	0.	0.35665
2243	10.	17.5	0.	-0.26966
2244	12.5	20.	0.	-0.35665
2245	10.	12.5	0.	-8.475e-008
2246	12.5	15.	0.	-8.9475e-002
2247	10.	7.5	0.	0.26966
2248	12.5	10.	0.	8.9474e-002
2249	12.5	5.	0.	0.35665
2250	15.	17.5	0.	-0.17646
2251	17.5	20.	0.	-0.13976
2252	15.	12.5	0.	-1.3667e-007
2253	17.5	15.	0.	-4.0318e-002
2254	15.	7.5	0.	0.17646
2255	17.5	10.	0.	4.0318e-002
2256	17.5	5.	0.	0.13976
2257	20.	7.5	0.	3.6256e-003
2258	20.	12.5	0.	-7.1712e-008
2259	20.	17.5	0.	-3.6258e-003
